species,locationgroup,model_type,analysis,fingerprint,status
100,LO,yearly imputed index: Total ~ Year,7258b64f4db1ac27907be40a598593f95b9da6aa,cf2692be0246a49240c66a01934cab64277b2dfe,converged
1220,ZR,yearly imputed index: Total ~ Year,7259aa95f90d526db1e9455b6f10ddd754798664,8ea2de5ac874dff0c7d5dc9080cc25f4675dc4d5,converged
1574,VLN2K,aggregate not imputed: sum ~ year + month,72751a79a504ff7c2e3e159ba167ce8a0d197579,de4b9153ee125262e32f833ecf93f81e180913ca,converged
4500,WAL,smoothed imputed index: Total ~ Year + Month,7275f781e9356c21df9bd935a7c115ae421b12fb,d7e3b89aa1e5b01261229b8d29235cff4f685c28,converged
1860,VLAA,smoothed imputed index: Total ~ Year,728886d84d489df3364d60b262fbce3c1399394e,f62e99f292318a87efb07ed62ba8894a3d5f0e82,converged
5290,VLN2K,aggregate imputed: max ~ year,7289296598fcd0bd403b2bf197a4c0951b36e923,bec39138af1a79f496f3f0b6fa08e49e072b4a17,converged
5100,WETL,yearly imputed index: Total ~ Year,7292567406491608b0fd7736b6deb4830830698e,3dbe33cd828840ba0f8df40562c3ed133b5e6728,converged
1980,SEST,aggregate imputed: sum ~ year + month,729558e1d6801867efb7aa93274d851ea1d12f5a,568b304340b73b5ae28dc0d4d21e3d9eecc974d3,converged
100,VLAA,smoothed imputed index: Total ~ Year + Month,72986b284bc55c6fed9e83eb00706d5c56ab3a6c,de6e7ced05df9f67b4b8d7ae4c57ad308c945102,converged
1340,ZS,aggregate not imputed: sum ~ year + month,72a3637314d5c7fd99f0aa589fe755aa28322ae9,1f8dc2866a2589c2b4a69e3e3c61d8da3bbcb6c8,converged
5900,VLAA,aggregate imputed: max ~ year,72a42a0fcf819392710fd79ef37e4f86a3075f2a,59d50199d3521134bb1c7135551e36003fc485c5,converged
5120,LO,aggregate imputed: sum ~ year + month,72af5826f0eef312aa676bb963d882413cfe3237,be1d4922ef9d6262cd13035dd809979528bd319f,converged
1210,BEL,smoothed imputed index: Total ~ Year,72b616ba4560688a47161236b153fbd048fa2855,0a543e0417d6c5745b116f383ff636a2a430784f,converged
4860,VLN2K,yearly imputed index: Total ~ Year + Month,72ba307ea6d3d557591af2f40bec8719680b167b,58bbc6f7a686f3941c52aca888956b44cb7c69cd,converged
4930,WAL,aggregate not imputed: sum ~ year + month,72c32054d736fe58ecb8ec275637a53e6d81b41c,5ddd402abb04a2920b5b6d5a125646ebbb549084,converged
1440,LO,yearly imputed index: Total ~ Year,72c3a17c5d0ac6a5af394552eb69663b5c037a87,5ff37666214806c6a8f61d04825762bda5dd3a42,converged
4860,VLAA,aggregate imputed: max ~ year,72df1ad465d5bcec1afe82a4afa65801f76ae873,35ce46bad2ae73e95006a5c375e73272f651f64c,converged
1820,ZSVAL,yearly imputed index: Total ~ Year + Month,72f5c3ea3a893dc1ceb131ca42cda1b75370e5f0,32dfcaea8ac0bf4db8e63c400750cc929cbe1d4d,converged
5560,WALN2K,smoothed imputed index: Total ~ Year + Month,72f85b3c08246bd867fbcaf06b373f0f1b9f60d2,8e94c1c205a1919f6dfe3c00215b597fd4a59072,converged
2180,VLAA,yearly imputed index: Total ~ Year + Month,72fc15337320cfb9e0a21ae17f50b3c009503ec5,a35e08b1bc679eb66e7993a3f94cf753a1698081,converged
1730,VLN2K,yearly imputed index: Total ~ Year,72fd7716083d30ea10d31fd714815cea2cb99ca1,96f90eb222ee90049326c979b77b52cfd8b51c42,converged
1730,WETL,aggregate imputed: sum ~ year + month,730084a0776c47b03a5111df3386c13634c6d21d,2db854c6ba7646635400f301e0c2ae996837d2f6,converged
5100,ZSVAL,smoothed imputed index: Total ~ Year,731410d9659d91c6f051a86dc20fcf41c5b9b8df,e25fbabf672b34b0ee738d6888fd0aebdd69b798,converged
4290,BELN2K,aggregate imputed: max ~ year,733011b09cd48bd62007ade7a4b2b570ef1400aa,c11245c52b52a6bcec01f098ad1a5a5c892b0628,converged
1220,SEST,aggregate imputed: sum ~ year + month,73357af2363056c18331e392d64cb2848d552751,3dadf2642ac5990b5c86f64553d222a6e838f444,converged
5450,ZR,aggregate imputed: sum ~ year + month,734120b9c4232cf394d5c785419b77f8f897828d,0aea7b6da277e740d75148d7f90ce10dbbd1ecf4,converged
1730,VLN2K,smoothed imputed index: Total ~ Year,7342ec186fddb76393f5bf95e99e91cdd74f8c70,014de4a1e92f1bd48aa3c523806946d199b54e24,converged
1620,ZS,aggregate imputed: sum ~ year + month,734b4cd68b40a89eeb163303eaa6a28c63235be5,ed72ab90dc58dd71634200a00ba8a911c1cd6b77,converged
1750,VLAA,inla zeroinflatednbinomial0: year * (location + month),734ef61123df7f7cbad05451215abd0264382e20,1692b52589e666e6fb89ef8950c1fdcee6eb9ae5,converged
70,LO,yearly imputed index: Total ~ Year,735aed7949dbeed69a9168c865d91f5724a1b06f,113db17b2458fe8cd5454055c6309cf4932b78cb,converged
5530,ZSVAL,yearly imputed index: Total ~ Year + Month,736a43fe9fc4261ab38ec2eecada53ebd1ab381c,0895714f1379cc689d751d3b7872ddef5b13695b,converged
5920,SEST,aggregate imputed: max ~ year,73711c5f7227f3e3e3a4a15e52875e7c2f13b618,2fee3db044fb07584e77a742885825934d4fd70a,converged
5100,SEST,aggregate imputed: max ~ year,737585e2a8431e9712cbad0ca39db3ed3aa7e081,a3751c0bf456d99924c580aa40c476b954a95ec9,converged
2020,BEL,smoothed imputed index: Total ~ Year,73882d7c1402eef1c9fd22e7341de446c7cbb9d1,7ca3d6eed1efa3e76e0c399cff865c03848ba56d,converged
1750,BEL,inla binomial: year * (location + month),73a4c1229621378fca014ccaa2b396c29cb021ab,814fef33fce2b58f4a6901c4a244280b2b292061,converged
2230,LO,smoothed imputed index: Total ~ Year,73b3187b9dcea46fdd00d4be39bbe052c750c349,216e2e90e8f9a73337efb30323d7657a9748a78b,converged
2030,BELN2K,smoothed imputed index: Total ~ Year + Month,73b9282c9a4fd8295bcd4dd43b36c359640460a8,b1b76742baaf4096e661a63d4aee309d94e4f5c3,converged
1820,LO,aggregate imputed: sum ~ year + month,73c2b79d0a395057314b1cead8fb7d32838064e2,3d0713981158d2114fe257b9eefb535b7a4e00f9,converged
4930,WALN2K,smoothed imputed index: Total ~ Year + Month,73c8b64646c01b8c4b9893a5ee66b65faa035b6d,82fbb270160f4d1b3be9f6fc1fe6215b0e12e978,converged
8310,BEL,aggregate imputed: max ~ year,73cfe87c9a520c74f655c0196000bde20a2682c3,97d4cc70801bef84a45208fe07d8048a709396bc,converged
1619,VLAA,aggregate imputed: max ~ year,73d5443e9c9ca8c03de603c053891d991b2360fa,814c8d5a3ebefc283c6459cbc2a6d984952883a0,converged
1790,ZSVAL,aggregate not imputed: sum ~ year + month,73dbc57f3ebf1b21de10c932a514f127b6e3d5ac,760cd1abba2e0fdd837127a6b30bf0a0f5b07a9e,converged
2200,WAL,yearly imputed index: Total ~ Year,73e05826022a1453f707b77daceb66f219ca74ac,a6c9ca7bb069edfa770fbd9ad13dddb7e7b1e1ca,converged
1520,LO,smoothed imputed index: Total ~ Year + Month,7404299b238d3640648c421b89933d677b168faa,cf781a70579ff6fd5c59eeb4aa3079aa3691a129,converged
4070,ZSVAL,aggregate not imputed: sum ~ year + month,740533ada4ed43dcf341e9e39bd983d786c76160,0f17b89699b8d872ca5ca2902b75385567525bdf,converged
1980,SEST,smoothed imputed index: Total ~ Year,74113c374a8c93bb99807af5140f01dfa6808f31,041ddcc27222f12ec59c89baaf2c64429fd9cfb9,converged
1670,SEST,smoothed imputed index: Total ~ Year,7435478c3031c0e7a468d0d0cc5bbe03b51d98b0,dc173131fac4da108dc78a2299ad63cd36d3eb22,converged
1340,RO,aggregate imputed: max ~ year,74362e8b4a2ef98f797998d64b0ebcb231682005,e291d81cc70af11a11e0de953bcf681af86f73a7,converged
1780,RO,aggregate imputed: sum ~ year + month,744702d3282b4bc90afd4058de216048c83b9944,a48310879dc6c54ac22d469495969a8685300664,converged
100,BELN2K,yearly imputed index: Total ~ Year,745c027941aee7fde102cde01f1faa6050706458,f725b78add12ec7a242a39334c719c1a0f14b132,converged
1580,BEL,aggregate imputed: sum ~ year + month,7462c4ea963f555edb75c1edbacc29a02cd17ae3,9bb810b3aae26331a480f3374cc85363e511115a,converged
4700,BELN2K,smoothed imputed index: Total ~ Year + Month,7470baae3795c5235dfea21b7141b8d22688d5c4,284cddc5a1681c899f51cd9509787ee256fae80b,converged
1700,BEL,inla binomial + zeroinflatednbinomial0: year * (location + month),7473c699443334f54ece02f2da602dd1f4c29dd7,0a068f504b14f5ac8ad744d4ed69643ab19a9c7a,converged
1530,ZSVAL,aggregate imputed: sum ~ year + month,74836c0bd901c65d2357cb20c7da57704623dad1,0a3dfce5f34067be410041edfd31d6db9c0ac013,converged
1940,SEST,smoothed imputed index: Total ~ Year,7484a4d0404a5058fabb70a3825a08d54b706d84,c15905e5af83dde3ab8cd7dc0308acb3c90bacfb,converged
1710,ZS,smoothed imputed index: Total ~ Year,749ffac8316fe082f4ad52d6fd496ba7025c8b94,1907f6ca34f1865e6239527e6780306bd8750658,converged
1960,WALN2K,aggregate imputed: max ~ year,74a450ca84e41dd80b5d610d937472f99e6c63d7,1012006f8d32e187d080580f934e81f405921b81,converged
4700,WALN2K,yearly imputed index: Total ~ Year + Month,74a4a0626bb07977eefee6063e1cf76ad1f45009,60129b3e644a25cb5ffda9f8c150fed04f6f29ae,converged
5460,ZS,yearly imputed index: Total ~ Year,74b53957ae63a86905a87d57b1109748060e5c88,7222d644bd1198e81407ce50c168225b7128d4b2,converged
2210,LO,yearly imputed index: Total ~ Year + Month,74bd7aade2cf6390396f4093af587f574a820f3a,d92ebdee86ed995cebba47c8e928e13200f4d532,converged
5560,ZSVAL,yearly imputed index: Total ~ Year + Month,74bda0735a1697ff5d0af18243124f157de89fb0,07f4ba79e7ea3ba2e45f4459ca6b199490f3ce13,converged
20800,VLN2K,aggregate not imputed: sum ~ year + month,74becf96a2479e908665d26e06d6fcb0b8a7019a,fdffb9139a0a892f115a61b85c27cfd809e00419,converged
1780,RO,smoothed imputed index: Total ~ Year,74d1c6117e5852d9028222d20f9c2394948e2d8a,cb6256735599e89964d0403bb96e4ab1e360cd51,converged
2250,ZR,aggregate imputed: max ~ year,74d9d183f0f9b701d15ccb15d970719da4c06051,9d1525599bf9214d7f5fabd0e5fe22233278cd28,converged
2040,LO,aggregate imputed: max ~ year,74de62adf824f94015d608e31e753a5cb2747d33,97d531e42745daff6fff474240da2a139eb87da4,converged
950,BEL,aggregate not imputed: sum ~ year + month,74dee037b3861dfe597f1ab73520bab8e97f3c55,1c1181c2aefccb9b6cfc64ae9b277f1eea161119,converged
5560,WALN2K,yearly imputed index: Total ~ Year,74e441da756a70b5428d4e330eb4a15f77cef1e7,a0759b4656fbc26f9c5e6967b8cd143e45fd6432,converged
1710,RO,yearly imputed index: Total ~ Year + Month,74eeb4cb895b4b8138ae9c193469375ed094b22d,459afe58e5f35fa37c85fc97ee3143fa7be69ea5,converged
1860,ZR,yearly imputed index: Total ~ Year,74f0c4072104a16c85558a99d3b3095d7afaeeef,55207cd46b1bfaf02f1ccf9990a9419bde115bbe,converged
4070,WETL,smoothed imputed index: Total ~ Year + Month,74fb7863611d5c6cdf7201cb6708d27e85719a5c,0636ed40b1178d6a4d98ba49a34ccaded8eca85b,converged
2040,BEL,yearly imputed index: Total ~ Year + Month,74ffeb5ae171738e91f6ebeba60940cfcaa9a42b,6f7153e81121fcece88225d1f6d437a4bb86107b,converged
4930,VLAA,smoothed imputed index: Total ~ Year,750a0630fca58dcb8a085eb1ef3ffaa86a1f5ea4,d4ee4e33bbd6042458fda346ce60e1fe46c36b3d,converged
1620,BEL,aggregate imputed: sum ~ year + month,750c9d703bea9029f299dbab55b60e116ed27bd1,97198034f80f99eec209037eccbb07976f9d7949,converged
1780,ZSVAL,aggregate imputed: sum ~ year + month,750e710e9f5f2d8fd6fb79707ad6f7370ffb725f,d36e2b267acac46e8f8fb05b7550006b67b61c9c,converged
4970,WAL,smoothed imputed index: Total ~ Year + Month,7512d4f0b836a0d98b79d901b1a39d3dddfb0115,81320493a70157f97066c7dc82e183e788dc152e,converged
720,BEL,smoothed imputed index: Total ~ Year,75183fdb5166c3ad8db9316a7cc2904076ab7ca8,00b8fccc41178d8ff010ed65baa0f588a5eaedac,converged
5340,WAL,yearly imputed index: Total ~ Year,75245972a0ebf1d6257591e6823595a8a009ed6a,17bd2450fab58260971995202a5656e2101fdc4f,converged
1220,BEL,aggregate imputed: max ~ year,752919ef36ec77b9aa40539ea66a69f6fbba0f8e,bfdad5e1616997979c89828b906f93e460ec0cb6,converged
1520,BELN2K,smoothed imputed index: Total ~ Year,7534ff3990642d4060934337e382744c0e1e0d78,60600ba61f133ee252078ca5a148f7c90de97768,converged
1840,VLAA,aggregate not imputed: sum ~ year + month,7540596dc0513bca69ecd3446817e316436610dd,f807f08211225ada438bfecfe773350a580639fe,converged
1574,ZR,smoothed imputed index: Total ~ Year + Month,754bc6fc2645d2c9174771d3d4ba1f2c9e388ad9,72ea2b795ca0eb9477c2b7c593ed8e1d33deb9b9,converged
5100,SEST,aggregate imputed: sum ~ year + month,7550b01b517fa73931140152ca8014410143de39,aaeca4b8b3ca26f0d492b47dd39e24a3413dee50,converged
2210,VLAA,smoothed imputed index: Total ~ Year + Month,755dc132cc71c6a149572c830bc84afae14b6163,413d7a2b9cfce812071f8fa33294dec58eaa96a4,converged
1530,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),756113820ca8cf80720954e9e69e3913be401799,8610884d7508488702601b2eb7f8725a16685a9d,converged
4560,ZR,smoothed imputed index: Total ~ Year + Month,756a4ebbfefc6ef45dd79c6c62b7684c37114a7f,149f19273f39cfba60e51d44c6622527f7e0c44e,converged
1530,ZS,smoothed imputed index: Total ~ Year,75702be57ae589970cca75a60ce50d4bf1b0c694,87de4d64da6488fe5db7c116b60a6c8570463ccc,converged
70,ZSVAL,smoothed imputed index: Total ~ Year + Month,75735e8dc76edd9e69eeb65839e0b150a3bc50eb,07501389295cf191c657d3f8cb2874db420ebb18,converged
5560,ZSVAL,aggregate imputed: sum ~ year + month,7581d91e63d30318e6f32f5ffbee56adb5a0ce03,49fa2c14017a59c2b9676f2002ad441a0a92c89c,converged
5820,ZS,aggregate not imputed: sum ~ year + month,7583fa637c84779140b3f02116aa3c07d00be479,98737bd1755bb8e4bf67e0f6bae9194398ab46e4,converged
5290,BELN2K,yearly imputed index: Total ~ Year,758654e3e6eaae3987de800528c2f920a36a2457,9a5e463c141b4929c50dee52fb45913f19c9d1ff,converged
1710,BEL,yearly imputed index: Total ~ Year,759eb7986944895136e8e5327ac968a850baf8a1,c240c89ca96d8f4e0181071e3cd41f75071c2795,converged
100,WALN2K,aggregate not imputed: sum ~ year + month,75a93ecaf9b81113fbda36b503e4d10ef613397d,084230e343e04a0072dec6150a0f8cf8214fb015,converged
5460,NOH,yearly imputed index: Total ~ Year,75ab000f0c4b019c72ad99324d7e5bb3d818f569,f55700ba44d3fc7d0825c039dd326809a9f289c5,converged
4290,NOH,yearly imputed index: Total ~ Year + Month,75aff924c34aca11c1f86896b6e6c79023889938,94fb7276a0c96558c21f0640ab285cbbfac37808,converged
1590,VLAA,inla zeroinflatednbinomial0: year * (location + month),75bd97a0c19c38dc330187438275f8a97d8a0f59,10dc693ebbb1a93b3b8b2acbfdbc6932af314e64,converged
1190,WALN2K,aggregate imputed: max ~ year,75c55753da43de5f879a9cfef5cd31d93b3ba947,fb237f3a45fd6ddb9a315b0a1f0b294d80bdf40f,converged
1730,ZS,smoothed imputed index: Total ~ Year + Month,75ccf2eaa674987748bb837b26694c2fd436b0cf,1013a79a0b6171ee10cf64f08ee7f822351ead2f,converged
2030,WETL,aggregate imputed: sum ~ year + month,75cddeed191dab0fb62a9605515bcb4ee2ee8a5e,8cf9fb35aa0e44885ffc069ce97f204654f737e9,converged
1860,WALN2K,aggregate imputed: max ~ year,75ddce80696354ee6bc3191e37f5028f5b21ff1c,f64093e0370cc17bf81b078336787e11278e49b5,converged
1670,VLN2K,yearly imputed index: Total ~ Year,75e1dc47db625466b0ad4d6812c1eecfeaf5b5a0,371be5b10f46012e05bf606085f52b0b0790fc05,converged
4240,NOH,smoothed imputed index: Total ~ Year + Month,75e27017700f826f97377a5d985bffde326a8d5d,d91f008bc0236811b8128e0bd3f7184ceaf6fa16,converged
1610,VLAA,aggregate imputed: max ~ year,75e57519d979b628270c0243d80d4d3471fb5b04,6c1b208883bf9f0cef64f01d9d81c1ec7bc749e6,converged
4290,NOH,smoothed imputed index: Total ~ Year,75e63bcb5b593118a56c41b2c638cc16da38869f,ef36be7b5febd4d2c74dff534be2557cd8c4866c,converged
1980,BEL,inla zeroinflatednbinomial0: year * (location + month),75eff5f819ffedd8e13224f6c20045bbec2dc653,f101878382032cf5f1fe32b910210138e266c198,converged
6000,ZSVAL,aggregate imputed: max ~ year,75f5971be962295d7119c206475d7a5079a77de2,dbb1b652259a5aac4332f216a28b4733737b40e1,converged
WI-steltloper,WAL,composite index: ~year,7600ca5e56ff25be8f954df52fcba6aeb6870d07,c6507eb9ebbe66b9e25a10ad9f02baed04ef8ab7,converged
5410,WAL,aggregate imputed: sum ~ year + month,7606a47469cc8419e55f9a9ed643dcdeafa38b3f,ad74f786f34ca9c10f70c91fe4dbd45ce1a14386,converged
2040,BELN2K,aggregate not imputed: sum ~ year + month,760721a4a06ebe3a9dac702d4728aa2d521b7b01,e398359c6dd7ce064017d71228e9202076489ba5,converged
950,RO,yearly imputed index: Total ~ Year + Month,762eb39812da4fdca84578d86ca068557c6fcd91,d2baa839f82ace43f0388e573ded80985fa47029,converged
6000,WETL,aggregate imputed: max ~ year,763bfcb8a48049ca6e2d1ef719303acc94aa2270,f728c26ff4702952caff55e9973dce9f4444b8e4,converged
2200,VLAA,aggregate imputed: sum ~ year + month,7641bc6c5e1871685d4f5fbaf663437337f1966c,d3c1fd3edd8821a8115215cbda5f76e38034bc85,converged
1610,BEL,smoothed imputed index: Total ~ Year,764b504c875b652a73348f0661c369e3f802bbbc,66c18188ba8e47cf672c1ab19a00e0979f100452,converged
1700,ZR,smoothed imputed index: Total ~ Year + Month,764bd9eb7fddf2781224680d6b5cc458109ff4ab,e8b970a317d026dfa01cce64b0595b283bf960b8,converged
4070,LO,aggregate imputed: max ~ year,764dcabebef5f7644061b47e96ec645f068b8548,a2c18fd0a33b6838c6211bd8b2d9d63a40146a0d,converged
1730,WETL,smoothed imputed index: Total ~ Year,7659207d76a7a962af71963024e598187f603db4,24c72e262afa605c1937aad380cf44a794e55564,converged
1440,ZR,aggregate imputed: sum ~ year + month,7661be6cba5b815d0de861a49ec416a0eef7de67,731bcf44ea2b4b97d52f55bbdec3539bef3dee3f,converged
2020,BELN2K,smoothed imputed index: Total ~ Year + Month,766f80e28eaee1b771274c7a1cbedd0c44896610,061b394511c02cc33f16c1a1554f822f487b131e,converged
1660,WAL,smoothed imputed index: Total ~ Year + Month,7673781f4625ce3d2e91b468746b3699c9b4dcf1,c1407ff57bc18c47c6503450546d8465de6b935d,converged
5920,VLN2K,aggregate imputed: sum ~ year + month,76751cca0655c320be6a63e54ed1fb174da1a92f,34760cbc0b634882cba0a189adfb5e3db41015e3,converged
1340,SEST,aggregate imputed: max ~ year,767549499e807d9c4b80ce5047f0dc8d5580488c,cc12301d22d4a7d155267f49f6509a7fb2cc1fe8,converged
1780,WETL,yearly imputed index: Total ~ Year,767d5eefeabb02f7f0b09aaa618144d5d1eb3add,2a837533cdc464c1852cb93270337489d174ae85,converged
5190,WETL,yearly imputed index: Total ~ Year,76a852321bbbcdb6851cecd2e80180872371a3c0,8eaa6c8dc9e36eb6f8384e3ff3ba5f4cca500bda,converged
4500,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),76a9b641e9c2bd85d415b437da766d460573bd65,e6c596ebb90537d303a98d20e7de2eac78e44f04,converged
5100,SEST,aggregate not imputed: sum ~ year + month,76ad0ec8d1e638b64f8b97dc94359c7bc9e9e694,ee7e3874d8092bb0461c80824e7ddef8e92d401e,converged
1820,WALN2K,aggregate imputed: sum ~ year + month,76b5fba2d0cfe742482b30838da18d27c8a4dae7,48db5a5b980271d917d4e5e5f04bc9511ee6ddee,converged
5290,BEL,inla binomial + zeroinflatednbinomial0: year * (location + month),76c2b9bc6ddab2253756682d11ded1476551694e,25669b1744bf2f49f0c36438d8aa16f77c4679bd,converged
4560,RO,aggregate imputed: sum ~ year + month,76cf259a11ec9605c3d6908489a88bc349b57a03,660edc6ceeb8801e8d2b5d41b9e5e599e7592146,converged
5290,WAL,smoothed imputed index: Total ~ Year + Month,76d4728ea7d922ff9188db59d85fcec3ba793bb4,06d599c2b1155432036232f35114379777adbabd,converged
70,LO,aggregate imputed: max ~ year,76d4d5ce0ab3bed96b5c421e4d02da116576b8e2,e3aa797c3df21c901edd7a02d634c7c71d82e2c1,converged
70,ZS,aggregate not imputed: sum ~ year + month,76d9ec9cdeeca36cbf093bef867975ee358579c8,d41f89518f2cffdefc0265861c38619c62279965,converged
1610,LO,smoothed imputed index: Total ~ Year,76df793727e7ec12aed711c232e1d98231f899c2,746254a4b9d15bb3ad7bf48d8f81daf363cd8ebc,converged
1860,WALN2K,smoothed imputed index: Total ~ Year + Month,76e4950dbaca201040a8d38c5ba2e6445a86336e,aa8f5ff2cca9ed81517964164ab2ae63d011edf9,converged
1890,VLN2K,smoothed imputed index: Total ~ Year,76ea7f8fa7a402ade432510552dad925cdb939f9,01f6e6416f02574c4a752c7445cb9653cf1eb147,converged
1530,WALN2K,aggregate imputed: sum ~ year + month,76f20395df9cdda25e82c4d3591f551f22d5543d,9d45183c5112c95713b5cbcf8e641710a9d706fb,converged
5460,ZR,yearly imputed index: Total ~ Year + Month,76f43d0b34a4700fa69c3f20db2f52d3ab0f4b16,2fbccdade0d4acdb661ec19bd24096cc123144d3,converged
1790,WALN2K,yearly imputed index: Total ~ Year,77033cf65dcfb3d674b8300f88c49b644f2ae6db,fae872507598869f58183f3675b519b1bbb928b6,converged
5450,VLAA,yearly imputed index: Total ~ Year,77051281bf040faee079f46b557221377b6f7121,c941ac3229812656d347754d1ed00673a6c28e5e,converged
20800,VLAA,aggregate not imputed: sum ~ year + month,770d0194897967065480ad45ee9da193c2040784,75e9e5c30e47516db93528a4db460cad8fcee8e3,converged
4290,ZS,aggregate not imputed: sum ~ year + month,770e89f31a8f7bf8c36f7641e0b0a7bbe3a7183a,974bf1e2ec59f90d5d6c93ff6507653652a1e59e,converged
1670,WAL,smoothed imputed index: Total ~ Year,770f6813842cef79379897a9f68ae3011e64b7c0,aff88d087d4d10d65bad4fa6b58fbb8d93b2fd69,converged
1220,SEST,yearly imputed index: Total ~ Year,77103d7523bb7d92e47736ebb87fe8cdad478b4a,f8b4d7a2dbc725a02895d1346242214e5e390447,converged
5927,BEL,smoothed imputed index: Total ~ Year + Month,7713fda6df79e5588c086b45e8a624c4526713f3,79ad8a98616777924d34c31632396726d94bb9ce,converged
5900,LO,yearly imputed index: Total ~ Year,771fc8a2f1c0b329247535de90ff6a04347250c9,1d6bb64353cadfa67f6ac8dc96ed43496339b3f1,converged
5530,SEST,smoothed imputed index: Total ~ Year,772dc2152acc2120d8c36fb37397fb7a9c319ef8,8f65a2a47d902a39fbc12c581dacb08057b97d63,converged
2250,WALN2K,smoothed imputed index: Total ~ Year,77353cbaf2a7fdc4e9259273d68e057b3acccfca,a3b2f5f5c912ca79c0514ba957c3ef25e5f74b4a,converged
1700,BEL,smoothed imputed index: Total ~ Year + Month,775824fd120aac59dce28243b071ae8eb8613517,d8d01f0b5059a95fd9a318019d60de1f6cfc9ce6,converged
4970,VLAA,yearly imputed index: Total ~ Year,7766b158910a77fae7daac8b2291f9be0a9240ee,836925afae59eb4d140d8a42084943438925ae23,converged
2030,ZR,aggregate imputed: max ~ year,777a172a2d59a38cd16f2a6ef73cf3097f182697,cdf3af52fc49c1b34861d04e65e6068a41fcfc09,converged
2230,LO,yearly imputed index: Total ~ Year + Month,777e4373030b99d25435012919599586af73035f,5d1d18cfbdf01fb364ea74f857caabc8fd5094ef,converged
5820,SEST,aggregate not imputed: sum ~ year + month,7781fcf6c179933c6d68bd903344c19fea5286c6,f3d43d2d2e7f31301ff3778a53e565c77b3c93f9,converged
70,NOH,aggregate imputed: max ~ year,77830023cd945676009e700c49936816ce344ad0,aba6beed41eb43b4dea375c4aa3e3c6b3da3f228,converged
2210,LO,smoothed imputed index: Total ~ Year + Month,77885f5443e8ebe3576414d4deb746427590da4d,8963fe6092f903068bc0bb34672078053431b66a,converged
5180,BEL,aggregate imputed: max ~ year,778bff066d6b2252c0d91b2213d8f1267b324a94,ec5a6567792d77947bf64bb68eb4aebb0e4fe51d,converged
5180,WALN2K,aggregate imputed: max ~ year,778e2d23e9ddfeef9adf1743cf64ae0b64874a7a,d0c186254a9cf89a1c58fe9f95f14d9a79612977,converged
4700,BEL,inla binomial: year * (location + month),778fc33766f62160694bc1a14fb8f19f0bce9a64,92f9bced21a11eb6c954603d284c2c7dac3b3dc2,converged
5820,VLN2K,smoothed imputed index: Total ~ Year + Month,77931ab913f062134b5ad9d6be450c2bea929f49,9371bc9f3a1b69cea73f03dda63e81b666bd7cb9,converged
1890,RO,smoothed imputed index: Total ~ Year + Month,77947a17c782f56597f2642b0d3c868a341987e0,58abbd16490655839d69d9a4c5ee879f6ddc59ef,converged
5100,WETL,aggregate imputed: max ~ year,779636196046bb86f689b969f84a3f8b4788a782,5ba8b41454094e8276732e67029c6780b389d9fe,converged
2180,ZS,smoothed imputed index: Total ~ Year + Month,7798b6f8fb241871151cd35fff629dc564b6874f,3546bafe2489fbe9049b675eb50316199d22814c,converged
1190,VLN2K,aggregate imputed: sum ~ year + month,77a10f16bf909fbce299d613602fbf89d8e81865,a0fc716182b838406525b102c34fa654e9e895c9,converged
1750,VLAA,inla binomial: year * (location + month),77a87f77ef9e069a89e8d7714d5a3e00dc071611,b1fa61388c2e7d1dea95bd8eab400fe27e15fe93,converged
1940,BELN2K,aggregate not imputed: sum ~ year + month,77aed80bcb74ad16e238a47d82b76a6ad21d2882,8de8ec1552d6cf40929d9c8bd352b641caf77e40,converged
1890,SEST,smoothed imputed index: Total ~ Year + Month,77b392a606623f948d5560125c889ef2335034fb,aba884f499e3b1577dc21fd450eb40c029eb07a3,converged
1790,RO,aggregate imputed: max ~ year,77b5c81b82ec9d79a99ecd395639d7d45d660e49,46ee47fe610b73e28b6d68684b725c270b34b44f,converged
1190,ZS,yearly imputed index: Total ~ Year + Month,77bce323675ea5f19de64cae04cfac6058694c1a,e74c11c3e64b6c174ebca2fc6ae0bfc619d54550,converged
1820,WAL,yearly imputed index: Total ~ Year + Month,77c0ad5001ee99c8c4940619311f73c7561f905c,a3fb60297e064a8d46990efd1847af671e4bcd64,converged
1940,VLN2K,aggregate imputed: max ~ year,77dc48114af5615f7642e7561a6e15e2ad44f49b,1201faddd56a55d241777bab69d2899c8469fbb9,converged
90,BELN2K,smoothed imputed index: Total ~ Year,77dfa6a75b31011384dc7be77455fd1778a2af1b,7d5b0c0f21f244f5308e7b0ac509133a7aeee342,converged
1670,NOH,aggregate imputed: sum ~ year + month,77e4aaff0038921f3d73555c4a47d65f77cce2dc,d5cd0b5ea9630f3df873f9c8662cd322096db927,converged
100,WAL,smoothed imputed index: Total ~ Year + Month,77ef1b69c7b20f4cb33185e4663ebe231ad0afeb,310e6ccc54d69de2244a8e47c9e7712f78d4aaa5,converged
1780,ZS,aggregate not imputed: sum ~ year + month,7800e789a194f805b0fc95b6375822d9684bffd8,941e86c9e816965f49e5261b80d8259d42efd832,converged
