species,locationgroup,model_type,analysis,fingerprint,status
5410,SEST,aggregate imputed: sum ~ year + month,28c80db49d53e3756afb0b989c4986304d480070,f865a83f67af54e3a6c41b4682b6818558c95e1f,converged
1610,VLN2K,smoothed imputed index: Total ~ Year,28e1b47141ec0dd930cf54116c88c967853fdb55,7bd4215454cf86a56d35ae8a4b828f2f3ba67777,converged
2210,ZSVAL,aggregate not imputed: sum ~ year + month,28e205fbf0b6c63e9d865f243e59d930ba9ff6f9,25527f2a79131201ccdadcdf08ae82a92c9b5120,converged
1220,BEL,inla zeroinflatednbinomial0: year * (location + month),28e37722a29b9beac58415f3e69f741ce309b7d2,84591e1c7ef8f6bac6440493a765837db3f2b8c3,converged
1820,VLAA,aggregate imputed: sum ~ year + month,28e39436d9d432bd1d482a874200bcc72b37a1a1,0211372374abd91ff2b69095154cffb567716e3e,converged
1220,WAL,yearly imputed index: Total ~ Year,28e567eb941b97a7c30196ab2e1a4c8294a7d504,cca4ed2d06e9296022fce9620959fac2a23067c7,converged
4070,RO,aggregate imputed: sum ~ year + month,28edbeaa7ff6439509d585d0956834ef6e3c9265,63fc0f3c73b15e686a5898973529f58a34b1a04e,converged
1940,BEL,aggregate imputed: max ~ year,28f946d1de8acac5958e2360ffaa5bbe9929c4f5,047ea70f7435a54b7efb078a5696442146fa0117,converged
1940,RO,aggregate imputed: sum ~ year + month,28fd10abd7b76ca68290a66e65025964a8c3aa91,bdc235792b06818124da0ee7ad17b07ec3308ebd,converged
4930,RO,yearly imputed index: Total ~ Year + Month,2900818afa9c6ed88947683dee1553a7774ee820,9223cc2be4cee79861cc684c922c699d8ceed266,converged
1980,SEST,smoothed imputed index: Total ~ Year + Month,2904b908da412f33c6a0a240e6c35f7b6ddfd4f8,92c4989c3af77d35ab96abc0762953ab30267c1b,converged
950,WAL,smoothed imputed index: Total ~ Year,290d1c897a11269b9528e40d4bca0da87692ee0d,40f62557b179de46d512c537e88a8c3bdef12623,converged
5530,ZR,yearly imputed index: Total ~ Year,291473dbf2ee29004f5a9e0c2446a0e7f8714cc4,5b05513f07e27d59cad2c115974a90bce73229a7,converged
90,BEL,inla zeroinflatednbinomial0: year * (location + month),29282aa9076241880d20359ecf5005b8e26b9d77,96be131c8adcd21e4bb9fd360313b18ef89c612a,converged
4850,SEST,aggregate not imputed: sum ~ year + month,293196a03af08dc5314406d0468d051e42e84831,a05fcd2e8492d61b6edc5e632df5cc396c4381bc,converged
950,VLAA,inla binomial: year * (location + month),293ba951f2410e1b04c8233bb358155a9d784de4,7c37c310e896096d6741e09394c7375dfb67a36e,converged
5820,RO,smoothed imputed index: Total ~ Year,29455641ec9b3bd401e496d524cc518ee7c9bc58,65cdc84e62b670c6c9e666661a5878e681ad5be1,converged
1780,SEST,yearly imputed index: Total ~ Year,295d65c22f46e4405f69bb7f742c7f1815eb678a,aa02ef2710be4993e15fd71e56fe0a559ad885f0,converged
5340,VLN2K,aggregate imputed: max ~ year,295f60af76c131bde4be72319283f46992cf8940,078b05794a4eca3b3ae792152bd6777b5f0d5ef5,converged
1700,WALN2K,aggregate imputed: max ~ year,2963936875944e5d53a401dc5a0335c9918ab11c,4f9b2be69c44cbd11695f0fa7aa5d281c5a36cf2,converged
4560,WAL,aggregate imputed: max ~ year,2980fb5cd62634f729e06e33fb4c6abc454e6aad,dd0252a964c94500ea3fc1d0ea3471511bf0379d,converged
2030,VLAA,inla binomial: year * (location + month),2980fd2d6b6c8de84bfb5d7d21cd06281372fcac,5ef4f48417b6b1cfde11d239e954235d2fb9e561,converged
1750,LO,yearly imputed index: Total ~ Year + Month,298fcf9f5e71509fb71cc8a3e64b2438b35587a8,71bb3a328321b305cbe8a749b571ec0dfd677d33,converged
WI-gans,RO,composite index: ~year,299b0c88f11bdce340c40cdbed32987f4395a269,76e0ac70c7188af0d36929035f8827a4e35c759c,converged
4930,LO,aggregate imputed: max ~ year,299e0ba1e47293a6e9b7ffc1cfc0bf62948e826c,727392c69bb20ecc93186f024553ac090942e96f,converged
1619,RO,smoothed imputed index: Total ~ Year,29a529ba1431290af736c785274c9675218cb645,72601f627b58a6d2bd63a67a22c1bd72275562c6,converged
1620,ZSVAL,smoothed imputed index: Total ~ Year,29a98bdaf7b29940fa0bc14b44c6f30a58f36315,f5775c412932da382372619aec14263ab8dc2ed2,converged
6000,WALN2K,aggregate imputed: max ~ year,29e04a48924a71e1edea34f59497be044f566bbd,564c5af6fe5c865a0e592bf5c58340be7ff7b4ab,converged
5610,ZS,yearly imputed index: Total ~ Year,29e653b6cd4f2d75570242358b4c6d15f1f8a671,8b60c33199222aa76f0d942265bf53765ddc82aa,converged
1610,BEL,inla binomial + zeroinflatednbinomial0: year * (location + month),29ef1e7c81bc591fdc0560ef1ad25aed4dbd762d,e3d8a03fe063c1703ed6ce9705e68d12ac7f4cda,converged
1790,WETL,aggregate imputed: sum ~ year + month,29ef1fe78ffb896da5d498919f41e6508d3ec327,847ab3a09688da5679c3b8a61eedb361b66451e6,converged
4700,BELN2K,aggregate imputed: sum ~ year + month,29f4f6c87bfac3bf892f4bbc783c51498fb05d72,257c2c73b8de6e41044f655c4baf66bdc8768d4a,converged
1220,BELN2K,aggregate imputed: max ~ year,29f6c623e408b9da181cc23891fd9c55f8b1b273,b37157d756cab484519ad04c91bbcbd9d4484400,converged
120,BEL,yearly imputed index: Total ~ Year,29fed7a91d7e7bb10f494f03261735d39cc51262,857aa131f7b317e0232b53fedce75cba19ec5efb,converged
1680,WALN2K,yearly imputed index: Total ~ Year,2a0069412d4ea94145fb5b583099dc9c7639bf05,7b7ec8d4acae1ee1d3033b810bd0dc4f5e3f39bc,converged
5410,WAL,smoothed imputed index: Total ~ Year + Month,2a04bacba12d184539a07056deffa54b5b2e9983,a9d5d5181d13c000b0c5eb079c8a4b4132763bdf,converged
4240,SEST,smoothed imputed index: Total ~ Year + Month,2a11765c0a128ec9839aea4e231f25d7cfb209bd,283c0d15aba3186db8c0aa39ba9905b88a8dea33,converged
1210,WETL,aggregate not imputed: sum ~ year + month,2a197b8a0943a6309c9a49ce7250d30bf382a5c2,e49ed509a4b16b8f5d381ccbd3a847e116a369e8,converged
2180,VLN2K,aggregate imputed: max ~ year,2a1e1e686b9464cc46a67efed6cb7e8a9870e536,98b651be3dcf873c236de267884bdf13b548f6d1,converged
5180,ZR,yearly imputed index: Total ~ Year,2a33be5eaea3f5cec913133f5e5965a9cf5e9d3a,a9788181b7eaf73853262a5c9800feaa4404e420,converged
1610,ZS,yearly imputed index: Total ~ Year,2a3f714fc31e5e73d9341981940805c7a1ad4454,b909653551680e2f6e7ce9009d28d9dc31af4c13,converged
WI-steltloper,LO,composite index: ~year,2a6a09e8c7e7a42003cad4d4cddb56c19d7eefe1,c927e26110aaf081b915e1609647d5296c817220,converged
1840,VLAA,inla binomial + zeroinflatednbinomial0: year * (location + month),2a778a31a9271c45428d6b4c1e5a234e714b93c0,3a21a593b56ea990994c7e62c31c805d6d51c82a,converged
720,SEST,yearly imputed index: Total ~ Year + Month,2a7b5405527563ff89e2d940a2276f54cf0aa1ab,3d07f7fa4d5086aeb6ce17bab0c57e46c9ee70e8,converged
4970,ZR,smoothed imputed index: Total ~ Year,2a80c822465e32f8741e51b16b0d7bfeb80dc23e,4aa017607548c4f98bc44fdd615103f694aeb85e,converged
4240,BELN2K,aggregate imputed: sum ~ year + month,2a8417ff8b951a701878146eadb3dfbf86b56f41,030bed00b8defea69f996b4276638ec2175e8ac3,converged
5920,BELN2K,aggregate imputed: sum ~ year + month,2ac312ac83850b8ebb7a197f2a53b54c4f9b2d19,601c5ca7e0b9552b6065abfb7840d432109edaf3,converged
2200,SEST,smoothed imputed index: Total ~ Year + Month,2ac400905c6b8bf8afc0488cb065e602f4b2f941,cc26889de53076e779037a7d377cbb5fb2c1a927,converged
1790,ZSVAL,aggregate imputed: sum ~ year + month,2ac6acd044dafb7127e024f70c17f51ee55c6422,70da487752889989c002c08849d8ed5f542f27dd,converged
1660,BEL,yearly imputed index: Total ~ Year + Month,2ae9faf9a5e21eea01aae2659d922ef492525c00,048f53263ccb4ae0ffcb1c7f082fc4fa92499278,converged
5530,RO,smoothed imputed index: Total ~ Year,2aea3bf72275e771257ccb02d1973292a88086b4,ac941457afd3f5479df6c36feed37a00b311ef4a,converged
4070,ZS,aggregate not imputed: sum ~ year + month,2aeb30f9d2e036e297caf39de1b0b6050a1e4bfa,fab1cab43f0a57705a09085dd57c3606bf638059,converged
1660,RO,aggregate not imputed: sum ~ year + month,2b001fc2043c1e0f993a64aa94562c799e8838c8,939dbe8973e1b5d24fb0d60e9cc85c6fd7789545,converged
1620,NOH,smoothed imputed index: Total ~ Year + Month,2b07b3bac0073d7124c2e09e7f91cc446583a81f,8eb6000e8f48a8a45f7ca15d9bfd3db68e8e561b,converged
1340,ZS,yearly imputed index: Total ~ Year,2b1d2efe9375fdc3da7403599f46d4c5e6b08fb3,d85b20e5023426fc3ed831733726e5939d408368,converged
2030,VLAA,yearly imputed index: Total ~ Year + Month,2b2720adc274afa07370ed2676042b4a079e8130,1b1e3d1da674a8f764a8cb67ef4421771c62edfb,converged
1960,VLAA,yearly imputed index: Total ~ Year + Month,2b4340c584a1b1c94f66f82506289eb7fec064f6,67120d2118ac86211d8b66f169d75896dbff405c,converged
2250,WAL,smoothed imputed index: Total ~ Year,2b506feb79cb24e70adba2c4df15a946c3a07121,533fc31a8552c95ec05da97ec02a42baa17e136e,converged
5190,ZR,aggregate not imputed: sum ~ year + month,2b51458450a1ec172e467709038886676a8b4d2e,a2c61727709dc4068506f961fb194e92cd8fced4,converged
720,SEST,aggregate imputed: sum ~ year + month,2b5ab1b7152bbd79249dda0e4ea861f3c2a8e0db,805da8266c3bd902b2b2ba5e961088ae5542c333,converged
1790,RO,yearly imputed index: Total ~ Year,2b619596dfdd219bbcc880a2e8569035eeb2df7f,6774d20f4cf0e9b20cbccc617de341e47a84b6dd,converged
1440,ZS,aggregate imputed: sum ~ year + month,2b653d64c0e5f8a6c4f795e87dd8b8e3d722413e,7a147526bd074d7e3f1eb84f8f86431a996bb2fa,converged
1750,WALN2K,yearly imputed index: Total ~ Year,2b6a51671a293c06275ed241061e144e2a645075,a74cc3bb98822528e2e8df369a585353851d0e18,converged
2200,NOH,yearly imputed index: Total ~ Year,2b70a87a514457db8d523959a16e82ba173c1390,b40c62633fa368e3d1620d82a695d60022e6236e,converged
4930,BELN2K,yearly imputed index: Total ~ Year + Month,2b71c8a289e26938b292755b953c66fb9fbe3b32,1bf5672af2ee49dfb343ee459262827f2052e59e,converged
5180,ZR,smoothed imputed index: Total ~ Year + Month,2b7345f6b8028ce5892c1f857123a75e61f713ad,51aeb79d16154c17013351fc868c8b7ef54da30e,converged
5410,SEST,aggregate not imputed: sum ~ year + month,2b8092509b9cac8162e57ca4a384fb8996a01706,3819c35b507a5ed4e8986dc549edc4d8773d9441,converged
1440,ZS,aggregate not imputed: sum ~ year + month,2b9ad195d2905c43d469724cb226dd379068002b,eb8fa050f3ca382fe6b261e95cedf49cd4ea9442,converged
120,VLAA,aggregate imputed: sum ~ year + month,2baeff7ab9082c227347917c1aed90bee1900114,e5d6a4d33688da6cfc37b6c22fab4d206b695361,converged
2250,WAL,smoothed imputed index: Total ~ Year + Month,2bb52a18d1f3f0df05fa3329397d7ce7836fb71a,e3ed8e60f79708eaa974d88d835a5fc06bb89d02,converged
5290,ZR,aggregate not imputed: sum ~ year + month,2bb66c416004399aa700e1116bb83ccc88ef1556,7506cf8322597b97d72b4130405234d80e5a9072,converged
8310,BELN2K,yearly imputed index: Total ~ Year,2bc1363619d943731133a7cbbd40f8231c6dfcaf,67c4f3c60c6f0c71b07fe20c88b09ed2384b7fb0,converged
1890,SEST,smoothed imputed index: Total ~ Year,2bc30bffe071d5cee262bf4ff7c6c14186a3b337,5520cd2409357defe5b5347bf2c53e01abb2e909,converged
1780,ZS,smoothed imputed index: Total ~ Year,2bc31400556562bc8bb372746bd018f93f310b1c,c75634592c074f4728fcdeea63de24333e6b0dba,converged
1780,LO,smoothed imputed index: Total ~ Year,2bca66eee57c4ef6586af1e7e36bcb80e0e3fc99,d58522f1e7f146d2ca88db22171fc5aeff762fed,converged
1340,SEST,yearly imputed index: Total ~ Year + Month,2bcc4ea7ca83dc290fc42630e6b3aefeea06adec,f68fb1d5179cdb8855a165e86c4d0e74e3fd1ffc,converged
2210,WAL,smoothed imputed index: Total ~ Year + Month,2bcea5c599acc5df5d8f01958f33585e3826334e,583b33fd0fceca42a330d9b548eff9a5d6d2fc95,converged
1940,BEL,inla binomial: year * (location + month),2bcffc9d56788339eaa7f581f0f2d099f16eb7f4,f82542497eadfc11cae916a3e4ce65d4d578c1ed,converged
950,ZSVAL,smoothed imputed index: Total ~ Year + Month,2bd11ccc1e22878eb9f5192d08b0b1b798bbe4e7,506d621e9bbeb14ef316daf25b84b5160dae46ab,converged
4560,NOH,smoothed imputed index: Total ~ Year,2bf4856c55371ee875fee5ec8c72b098a8ae5485,38a711a3eb6475e6125b91cdfafe4e00c37d5a2f,converged
2030,WETL,smoothed imputed index: Total ~ Year + Month,2c00d81b02c53abf544896b85eb10ba105accfdc,6d223e84fdce9581c10f580b5ae5ce5fcf9ceb7d,converged
5100,BELN2K,smoothed imputed index: Total ~ Year + Month,2c07ba338d8a4d95631e5fca3d38e2851c20ca7e,87938625657dfdf801954a720cea88635712c4df,converged
2180,LO,smoothed imputed index: Total ~ Year + Month,2c0c2d7c6ebd117941c966ea9ba897bd38dbfcde,79b85edbce7d978b34d6ea4255be93d99888009d,converged
1220,ZS,aggregate imputed: max ~ year,2c24033c004e5c462c519255ae1c0541be3f08c9,03385aa60cbf46efe3fa8446e44871505f4ed3ca,converged
1840,BEL,inla binomial: year * (location + month),2c2c160b7692009c4b4fe28bd1743b096ca0b743,da44b8868eaa6fea888b7dc7a7c443aa0b7ad686,converged
4240,ZS,smoothed imputed index: Total ~ Year,2c2da62b9a3efb1f1bdd76a4cb195797239a54ca,dd1aaaeb67c3e3133198437b6ca060408d657849,converged
1520,ZSVAL,smoothed imputed index: Total ~ Year + Month,2c3413fb577156f7fa31f9e00c9faab0846b76db,a06256ca08bf154c129c2fa4a1e34049aac57599,converged
5560,RO,smoothed imputed index: Total ~ Year,2c3574a1e19e03510329271fcd59c4b025f6a1ca,c4c3c079c346f1e5e1e9e34ff46f48e0cc216b3d,converged
1190,WALN2K,smoothed imputed index: Total ~ Year,2c51c6a22e022d59983d7e7e7ba108f85e208e34,5515eca173ee965fed6cec6be41ac4c5979288cf,converged
2250,WALN2K,aggregate imputed: sum ~ year + month,2c62d29447f3cd36231d063de92e65865170032c,17b8e63b43a6b4c794a5c9b3d3b1a4a1d6e8b8b1,converged
4970,RO,yearly imputed index: Total ~ Year + Month,2c7c32d8c9ff9f1b429385cd16f46b2eec62a8d4,d9590f64f5f5dfb92e84417cb3942719d7b365fa,converged
1619,WALN2K,aggregate imputed: sum ~ year + month,2c886a95807287bcbf3329079b63d2ab49764f54,c96198e8109086d5de562009cfc30b6a37bf23dd,converged
5927,VLAA,aggregate imputed: max ~ year,2c9b1597db14ce165977adf56ec7a67cba23c4c3,892b38794b10d20d1ff6152b1cfb4242426a3fef,converged
1670,SEST,yearly imputed index: Total ~ Year,2ca427075bd7b92ee391cceb034ce5254b2e4c84,a0000cd76d3490c983eb23c06f84534c72195a22,converged
1820,VLAA,aggregate imputed: max ~ year,2ca7e223bf9d065904f08c69117b8d4365770596,feae9c2c662520ea7874f34e5d738bac56cb2e5f,converged
4930,ZR,aggregate imputed: max ~ year,2cb948bad4f9c4ba7668a464d3d5402eb24efc0d,782e1e0207a60ff4df95aba903b0045d379546a7,converged
1860,NOH,smoothed imputed index: Total ~ Year,2cbc10cfca80fda261267e47d637db36e44174ce,cea52497649c9f5f0a8b06252c08f5203dc92711,converged
1574,WALN2K,yearly imputed index: Total ~ Year + Month,2cc93d79389da8d426b86dfa3920db35b3a016a7,f3627750c401ceff4ade53aae35ad95a5bb35fb1,converged
4560,WALN2K,aggregate not imputed: sum ~ year + month,2ccf9e0186dc548179018b136971ef65aafc97cb,900129036a029740be1e3cd28e25030ff1682cb5,converged
4930,SEST,aggregate imputed: sum ~ year + month,2cd0c3f239ca6f4a20ce88ab69a5cd834b88e520,46c3214f87e8f1545b2b83194e532ee80690d0a0,converged
1574,WETL,aggregate imputed: sum ~ year + month,2cd2e51b5f38736d631f4b3a3db0b3fb46b79288,c583e6b123192bf4718b53677f17f442faaf7c47,converged
90,BEL,smoothed imputed index: Total ~ Year,2cd379985d55cb33bd9d18999207b0cd1de1c758,e62baa034397d6b1188f0142a2e27229adaf4e2c,converged
1980,ZR,aggregate not imputed: sum ~ year + month,2cd679ba277f326c0b32f95c0cfadcfb9821bf89,53d787215e6fcd78c075d37336033ca51074a87c,converged
1890,NOH,aggregate imputed: sum ~ year + month,2cd8049f65f959e42b6c878a80d9ed12f3831e1d,bc8fb59df9f0181f793f094e9e7fb36ae3a1a187,converged
1670,BEL,yearly imputed index: Total ~ Year,2cd9daaceebca92d4d036ea1e9fb59ff6938dbe7,9937b46dc5fd9e15af230909e782dd91a7647aee,converged
2180,VLAA,aggregate not imputed: sum ~ year + month,2cdb335c34988569149685a8458a67164ceb99a6,43964581784b3a06d9437ebeb0141c487e9da34a,converged
1610,WAL,aggregate imputed: sum ~ year + month,2cdefe3565b8dc7033db21434c77c42afb06b15c,e11e25cf020d3981a6ecf12b1e11fd357dc0eb22,converged
4850,LO,yearly imputed index: Total ~ Year + Month,2cdf7c09b4c3adc604706c3721a349001a7b5d93,ec123cd95083bbc51c769be55a1901c200efb9ef,converged
1590,ZS,aggregate imputed: sum ~ year + month,2ce36a1d1fa2cfd0b970caa7ea973c6a338d687e,ba026a55de2f57ac0fd8866534c22567dd784779,converged
2230,ZR,yearly imputed index: Total ~ Year + Month,2ce56f472af620bce508fd81571254a1e339f01d,ba1679b73a14f83d7242c80417409e35fc8c25c1,converged
1869,ZS,aggregate imputed: sum ~ year + month,2cfd977d39106b01f0e9845b64aa9b065ab7d3b5,b66dfbd681d8761c7597e39e452c5ece4dc00d63,converged
1619,WALN2K,smoothed imputed index: Total ~ Year,2d0141d8d27496c213ff3cc235f94022820244c6,ceee9282094a16b08e3d3f8dd879e45a5bb937f2,converged
1620,ZR,aggregate not imputed: sum ~ year + month,2d04aa95132d359e6c30bccbf6accd32ad796b2c,3a1fec635b39fac78fcddaec7655a9a1cdd62f78,converged
4500,BEL,yearly imputed index: Total ~ Year + Month,2d066670cd81a65e2d85675dab6445e5527702ac,980e09ba55281f371d8a2f3903d8edc7d7eca902,converged
5100,ZSVAL,aggregate imputed: sum ~ year + month,2d156deed9a1795f6beb458d860dc8b80ecd464e,f7e688a5e1c5b503be277a365c1209c7600d0b1f,converged
1190,NOH,aggregate imputed: max ~ year,2d164f5a781b729958db184b89d50c69d32365b7,ae5235d49f3d81dafa000ffd1a429b906f274ea9,converged
20800,SEST,yearly imputed index: Total ~ Year + Month,2d1dbc2765e1fbc994605a9aa869219a382473f4,ad32d4866661a8baee1cd10983384ec1f11f96e6,converged
1710,BELN2K,yearly imputed index: Total ~ Year + Month,2d2115b8f5850b1cc95c1d040d9ca0f24f7e240d,332b763b3803753b362e03be0ee6c9b5d12091e6,converged
5560,ZR,aggregate imputed: max ~ year,2d27128ca8038be6294a98f2bf7502abd18e94eb,62799582cb7682f2e21607c63abdf506fd70ae82,converged
70,RO,composite index: ~year,2d33b7a08debc1598b7cd04bbac0fe0583b45eb2,a8ced007cb57608a606e98e73263d50e20244478,converged
4240,NOH,aggregate imputed: max ~ year,2d4372742e77f2b61a66fb44dd09305659b35dc1,86140398cc9f0f89c43661528e28dcd68bacc055,converged
1440,ZS,smoothed imputed index: Total ~ Year,2d47cab972aa4d1b35328c4b17759a0de79cfab5,297af6fa8510fae7f533cf0ceffb624f85c5d46e,converged
2250,ZSVAL,smoothed imputed index: Total ~ Year + Month,2d4dd29aba11579b041bb35a90e42f6a40379ad7,a0f9dae9a2e77f0001ce04292809f03f5c947577,converged
1340,WALN2K,yearly imputed index: Total ~ Year + Month,2d4e439d7c1444fc18160a93acd2cae5dbbf91bc,0e4859b5a3a1770822a0a14c984002b8e0b774cb,converged
100,SEST,aggregate imputed: sum ~ year + month,2d57c34febfdc30f0039b5d5d23599edf33e8c99,3d0d3c784408a0b93c1d85f9cf9f87ead3713674,converged
1580,NOH,aggregate imputed: max ~ year,2d584b19d186627aa0d4b458ef44128f9ae6700c,d74b032688aa571a59735b78ecee478b9fc70ba8,converged
1840,ZS,aggregate imputed: max ~ year,2d5ee16c2aa75de4cf76e2cbe87eeaf2422eab76,e37bedf09064ea6a878f5dbbdd8fcffad8abcb4f,converged
1660,SEST,yearly imputed index: Total ~ Year,2d6a83af5c1721e9e24cb8e562fe83b9f4d42c55,8d20db6d6a1962f2111fd022d49e930e6b466da7,converged
1610,BEL,inla zeroinflatednbinomial0: year * (location + month),2d7373df4441b3959aa1af75a967c71612ff1c38,97107b05790a77711eff4d459fb0281d008bd503,converged
1440,SEST,yearly imputed index: Total ~ Year + Month,2d93e680a492548022adc1fbd1a782fa49efa6ee,8c70371f6897f78df76f933aea9e825388ef35a4,converged
1750,VLN2K,smoothed imputed index: Total ~ Year + Month,2d964475b4bd32abaab5c3d61b158641b19f9686,7be6f17e7837cc5cfeb5619dc112336aaa0d389d,converged
1619,ZR,aggregate not imputed: sum ~ year + month,2da7aa2334d0ac5366baf080880d4121189c8464,6b91b2c8a1a2164431ad49771252e6d6442282a0,converged
2020,WALN2K,yearly imputed index: Total ~ Year + Month,2dadf563b1f77245e12cee14e93c5b4d32fd95ba,d8d480ef4f995c7732b5aed21aa50811d4236928,converged
1619,VLN2K,aggregate imputed: max ~ year,2db0e9039f76892bbc520bc3a8604e80ccaaadc0,dc41f38ec9d0bf2aea2035612bbebbb7e6b0a7e5,converged
1530,VLAA,inla binomial: year * (location + month),2dba89f06bc7e3d769bce0400b182418c8ccadf1,f96f279d49f037f036d2a0350fe4b2aaac7f48f7,converged
5900,WAL,aggregate imputed: max ~ year,2dbba6661a2465049c51af16b75f8c2afa7519d5,1e403b05fea67aa16d458dd745b5b313a6ad337b,converged
5530,VLAA,aggregate imputed: sum ~ year + month,2dbc7fb36aa15af9bb58b8e58047c822f1bad1bc,d66b6efbe6509d00b6c5f11c5d3763d02137bc53,converged
5530,WALN2K,aggregate imputed: sum ~ year + month,2dbfa79b5e3b17569de53b80338286cad682fcda,db56ca4621056729ea7920b8c06c589d4fc0c870,converged
5920,BEL,inla zeroinflatednbinomial0: year * (location + month),2dc1595284dfdc8a1f6bcd007cecbadc7e49df10,6ae99298240858c9ef927614e56005812f541225,converged
1660,VLAA,yearly imputed index: Total ~ Year + Month,2dcdd4e01debaf300f0447b5a0224b23a9d54ef8,669960dc9ee0fa1630dfe4aca4508dc4a5796dfb,converged
2040,BEL,aggregate imputed: sum ~ year + month,2dd1181484201b1de253c26f9952770687910d56,526aef1f5090d27de68e30dbe25fbd41d7cea8a3,converged
1730,ZS,yearly imputed index: Total ~ Year,2dd1fad9756e97c0eb467497cce5374b3ae539d9,89192cfb4cc99501f9fdafb6c99c5e0944f4a5f9,converged
5610,WETL,smoothed imputed index: Total ~ Year,2deadfc9df29d2728cdb55f3cd431e80fe6bd23b,cbac764a0581f088f6e79ecbff1a808bd098e45b,converged
5340,BEL,aggregate imputed: sum ~ year + month,2dece4c27387938ad469308d1ec8a20f06fd610f,348f73d1b7caf821f07d852465179ba4523e389a,converged
1890,VLAA,smoothed imputed index: Total ~ Year,2e0cc987941947214904b1c5dba92613928ff93b,24670809c651197b87ae692ea4ad18ac7524b905,converged
1820,WETL,smoothed imputed index: Total ~ Year,2e0db5894433acc60e349e1d404f6faf5cca9951,1b61d99f1852ee419368896a1c3d8e30b96a0669,converged
90,ZR,aggregate imputed: max ~ year,2e1bc93f8dc5e6580b27461194b94ecea5fde371,f78557100086b9053856847ce915647c8a5e9805,converged
4070,LO,smoothed imputed index: Total ~ Year + Month,2e1be5795cd55f55f565686a4eef20212e526ce2,36a7ee0aceea55dd8a0bfd9b8969d01a0a1fcbc0,converged
4560,WALN2K,smoothed imputed index: Total ~ Year,2e281e7a9ef3c93d00a5c15874b6416312b769f1,bf9be71afa9156b329ac27ecb64105e44f44d588,converged
5820,RO,aggregate imputed: sum ~ year + month,2e3fb2c50cfdf8dfad55b7e34c9c95a97f255a80,86f9e38f10790a0b8cc8a4ec2900a3cf474dc680,converged
